,ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,Launch_Year
185754,1945631307,Bonds of Love: A Shibari Figure Drawing Session,Illustration,Art,USD,2011-01-27,300.0,2010-12-29 05:43:15,20.0,failed,1,US,20.0,20.0,300.0,2010
185771,1945721482,Creating of the First Bilingual Rachel Lynn Music Video!,World Music,Music,USD,2010-12-18,250.0,2010-12-09 10:17:54,300.0,successful,2,US,300.0,300.0,250.0,2010
185864,1946135243,Remnants: A Small Independent Film With Big Ideas,Film & Video,Film & Video,USD,2010-07-14,5000.0,2010-05-12 05:17:45,200.0,failed,2,US,200.0,200.0,5000.0,2010
185870,1946163109,The World's First Monochord Crutch Harp,Graphic Design,Design,USD,2010-10-03,30.0,2010-09-03 04:26:46,0.0,failed,0,US,0.0,0.0,30.0,2010
185948,1946525772,PlayLab's Peep Show,Sculpture,Art,USD,2010-06-01,1200.0,2010-04-28 08:59:14,1278.91,successful,33,US,1278.91,1278.91,1200.0,2010
185953,1946536510,Skinny Dipping-Not Your Mama's One Woman Show! Midwest Fringe Tour,Theater,Theater,USD,2010-04-01,450.0,2010-03-01 04:36:28,575.0,successful,22,US,575.0,575.0,450.0,2010
185961,1946570147,Game Trekking: computer games inspired by world travel,Video Games,Games,USD,2010-10-01,5000.0,2010-07-30 19:01:10,5266.01,successful,83,US,5266.01,5266.01,5000.0,2010
186006,1946836558,ArtPrize 2010 - The Majestic French Alps,Photography,Photography,USD,2010-09-11,500.0,2010-08-06 21:43:01,20.0,failed,1,US,20.0,20.0,500.0,2010
186160,1947661371,"Short experimental film - ""All There Is and Only One""",Shorts,Film & Video,USD,2010-08-21,2800.0,2010-07-14 06:15:41,2830.0,successful,11,US,2830.0,2830.0,2800.0,2010
186248,1948081068,"""Kings of Bushwick"" Short Film: POST PRODUCTION STAGE",Shorts,Film & Video,USD,2010-12-03,10500.0,2010-11-03 02:57:07,0.0,failed,0,US,0.0,0.0,10500.0,2010
186274,1948208497,Catalysta - Do Something that Means Something,Webseries,Film & Video,USD,2011-02-14,7500.0,2010-12-17 17:57:47,2595.0,failed,39,US,2595.0,2595.0,7500.0,2010
186310,1948356735,The One and Only Bill Davis + RCA Studio B =  Vinyl,Indie Rock,Music,USD,2010-06-16,2500.0,2010-05-01 23:27:37,2858.5,successful,66,US,2858.5,2858.5,2500.0,2010
186373,1948673560,Monarques - West Coast Tour,Music,Music,USD,2010-05-05,500.0,2010-03-31 20:10:33,145.0,failed,9,US,145.0,145.0,500.0,2010
186409,1948861520,Noisescape TV new HD video camera fundraiser,Film & Video,Film & Video,USD,2010-04-14,3500.0,2010-02-22 19:52:01,4330.0,successful,70,US,4330.0,4330.0,3500.0,2010
186414,1948887746,"""Smile Trials"" -- Chase Frank's 4th Record Produced by Grammy winner Ikey Owens!",Country & Folk,Music,USD,2010-10-01,1000.0,2010-08-01 04:04:07,580.0,failed,6,US,580.0,580.0,1000.0,2010
186461,1949125462,Evolution Revolution,Art,Art,USD,2010-12-16,5500.0,2010-11-03 20:45:30,420.0,failed,14,US,420.0,420.0,5500.0,2010
186463,1949131832,2010 Argentina Expedition (Canceled),Photography,Photography,USD,2010-02-13,3000.0,2010-01-14 17:57:02,150.0,canceled,2,US,150.0,150.0,3000.0,2010
186477,1949180043,Ghosts of the Sharpanova,Documentary,Film & Video,USD,2010-05-11,5000.0,2010-02-12 01:40:52,350.0,failed,3,US,350.0,350.0,5000.0,2010
186493,1949247660,9/11...NYC...The Days After...,Publishing,Publishing,USD,2010-10-26,1000.0,2010-09-06 03:15:20,0.0,failed,0,US,0.0,0.0,1000.0,2010
186509,1949369466,Mesh Magazine: Issue #1,Art,Art,USD,2010-09-03,1800.0,2010-06-06 05:24:36,200.0,failed,11,US,200.0,200.0,1800.0,2010
186540,1949668698,"FUND DUSSEL HAS FRIENDS RECORDING THEIR SONGS ""ONE FOR THE ROAD"" & ""SUNGLASSES""!",Hip-Hop,Music,USD,2010-10-10,1000.0,2010-09-10 22:43:35,0.0,failed,0,US,0.0,0.0,1000.0,2010
186590,1949961983,HAIR: LET THE SUNSHINE IN,Theater,Theater,USD,2010-10-27,3000.0,2010-09-27 20:52:31,345.0,failed,9,US,345.0,345.0,3000.0,2010
186591,1949962322,Movies of the Future With Lloyd Kaufman: A Movie About an Underground Film Icon. ,Documentary,Film & Video,USD,2010-06-19,6000.0,2010-05-04 00:59:02,6346.0,successful,83,US,6346.0,6346.0,6000.0,2010
186701,1950525148,Everybody get some! ART CHEAP!,Painting,Art,USD,2010-02-10,900.0,2010-02-01 13:14:05,981.0,successful,33,US,981.0,981.0,900.0,2010
186712,1950573020,Troubled Waters of the Middle East: a water crisis documentary,Documentary,Film & Video,USD,2010-07-20,80000.0,2010-06-10 22:14:46,0.0,failed,0,US,0.0,0.0,80000.0,2010
186793,1950993864,"Joe Con Wants To Share Songs With You, Beautiful You...",Music,Music,USD,2011-01-21,1500.0,2010-12-22 03:11:30,1531.11,successful,13,US,1531.11,1531.11,1500.0,2010
186904,1951610976,Life In Perpetual Beta,Documentary,Film & Video,USD,2010-06-06,7000.0,2010-03-09 01:28:45,7435.0,successful,75,US,7435.0,7435.0,7000.0,2010
186980,1951953375,After The Fair: The Legacy of the 1964-65 World's Fair Documentary,Documentary,Film & Video,USD,2010-07-21,20000.0,2010-05-31 22:30:51,650.0,failed,8,US,650.0,650.0,20000.0,2010
187023,195212926,WATER CRISIS: INDIA,Photography,Photography,USD,2010-10-30,6000.0,2010-09-30 17:15:56,85.0,failed,3,US,85.0,85.0,6000.0,2010
187096,1952462673,"LivingViolence: Crafting Stories, (Self)Knowledge & Healing ",Theater,Theater,USD,2011-01-01,1000.0,2010-11-12 00:47:04,1000.0,successful,34,US,1000.0,1000.0,1000.0,2010
187108,1952509373,YASUNI MAN - THE FILM,Documentary,Film & Video,USD,2010-10-10,60000.0,2010-08-21 00:56:36,22303.0,failed,244,US,22303.0,22303.0,60000.0,2010
187116,1952547524,Rockin' your world by visual info! ,Publishing,Publishing,USD,2010-03-11,3000.0,2010-02-06 20:15:17,0.0,failed,0,US,0.0,0.0,3000.0,2010
187117,1952550050,An?tha: 90 Days With the Orphans of Nepal,Photography,Photography,USD,2011-01-27,2600.0,2010-12-28 22:41:53,470.54,failed,7,US,470.54,470.54,2600.0,2010
187126,1952610255,apostle's creed,Fiction,Publishing,USD,2010-11-14,1250.0,2010-09-22 06:46:57,101.0,failed,2,US,101.0,101.0,1250.0,2010
187149,1952739109,Loggerhed,Shorts,Film & Video,USD,2010-11-14,4500.0,2010-08-16 07:33:58,0.0,failed,0,US,0.0,0.0,4500.0,2010
187151,1952742821,Support emerging Indian-contemporary dance - Kalamandir Dance Company,Dance,Dance,USD,2010-10-01,3000.0,2010-08-17 22:00:28,3193.0,successful,51,US,3193.0,3193.0,3000.0,2010
187167,195284994,"Wicked Yeva, a short chiller film by Sarah Gray",Shorts,Film & Video,USD,2010-10-16,15000.0,2010-09-20 23:41:09,1770.0,failed,14,US,1770.0,1770.0,15000.0,2010
187175,1952889698,"""No Direction"" a comedy about turning right in 0.1 miles",Shorts,Film & Video,USD,2010-08-04,3500.0,2010-07-14 17:20:37,4321.0,successful,79,US,4321.0,4321.0,3500.0,2010
187182,1952929316,Common Camera Project: Disposables in Search of Inspiration,Photography,Photography,USD,2011-01-04,1000.0,2010-11-30 20:51:20,2366.66,successful,134,US,2366.66,2366.66,1000.0,2010
187220,195314440,TikTok+LunaTik Multi-Touch Watch Kits,Product Design,Design,USD,2010-12-17,15000.0,2010-11-17 05:02:14,942578.43,successful,13512,US,942578.43,942578.43,15000.0,2010
187235,1953248053,"Band of Outsiders: New Album, plus Video!!",Film & Video,Film & Video,USD,2010-10-12,5000.0,2010-09-12 23:38:50,160.0,failed,4,US,160.0,160.0,5000.0,2010
187281,1953502165,Lady GaGa does Harry Potter,Performance Art,Art,USD,2010-11-13,200.0,2010-10-14 04:10:23,265.0,successful,16,US,265.0,265.0,200.0,2010
187284,1953533231,College Debts,Film & Video,Film & Video,USD,2011-03-11,75000.0,2010-12-11 06:02:36,7500.0,failed,2,US,7500.0,7500.0,75000.0,2010
187329,1953773257,Spore,Sculpture,Art,USD,2010-10-10,15000.0,2010-09-10 22:08:27,15308.0,successful,146,US,15308.0,15308.0,15000.0,2010
187333,1953782375,Create A Literary Journal App,Journalism,Journalism,USD,2010-06-03,2000.0,2010-04-02 04:08:07,5.0,failed,1,US,5.0,5.0,2000.0,2010
187339,1953858979,"LAST TRANE, a short film inspired by the legend of John Coltrane (Canceled)",Documentary,Film & Video,USD,2010-09-15,15000.0,2010-08-16 09:56:21,1150.0,canceled,21,US,1150.0,1150.0,15000.0,2010
187341,1953866423,Mondo Gecko's Debut Album,Rock,Music,USD,2011-01-01,2200.0,2010-11-20 00:24:02,920.0,failed,23,US,920.0,920.0,2200.0,2010
187356,1953930172,Let's keep on PEDALING!,Shorts,Film & Video,USD,2010-06-01,15000.0,2010-03-04 20:23:11,0.0,failed,0,US,0.0,0.0,15000.0,2010
187395,1954103203,OCHO trade paperback by Eric Mengel!!!,Comics,Comics,USD,2010-05-20,1500.0,2010-04-10 07:49:46,125.0,failed,2,US,125.0,125.0,1500.0,2010
187397,1954116369,Wayward Sons Volume 1,Comics,Comics,USD,2011-01-01,250.0,2010-11-22 17:44:29,1923.0,successful,25,US,1923.0,1923.0,250.0,2010
187442,1954316032,Mother Courage and Her Children,Theater,Theater,USD,2010-06-07,6500.0,2010-04-21 20:42:19,7050.0,successful,69,US,7050.0,7050.0,6500.0,2010
187449,1954335770,The Mortar Between Bricks - A Senior Thesis Film,Shorts,Film & Video,USD,2011-01-27,1250.0,2010-11-23 05:41:10,1260.0,successful,21,US,1260.0,1260.0,1250.0,2010
187518,195470469,Gulf Disaster Documentation,Photography,Photography,USD,2010-08-07,4200.0,2010-06-22 21:34:59,1.0,failed,1,US,1.0,1.0,4200.0,2010
187564,1954933909,Mystic Metropolis at Burning Man 2010,Sculpture,Art,USD,2010-08-27,2000.0,2010-08-10 00:56:22,20.0,failed,1,US,20.0,20.0,2000.0,2010
187576,1954997707,Vegerator: What’s in your fridge?,Food,Food,USD,2010-08-13,1500.0,2010-07-09 17:02:53,752.0,failed,25,US,752.0,752.0,1500.0,2010
187578,1955007349,Put Helen Earth Band in a Van,Indie Rock,Music,USD,2010-11-30,5000.0,2010-09-20 21:00:06,5504.0,successful,43,US,5504.0,5504.0,5000.0,2010
187600,1955099952,The Los Angeles Aerial Photography Project,Photography,Photography,USD,2011-03-08,1250.0,2010-12-08 22:54:21,880.2,failed,19,US,880.2,880.2,1250.0,2010
187612,1955128826,One Year with Luck You Art Collective,Painting,Art,USD,2010-12-25,15000.0,2010-11-25 02:22:56,16016.89,successful,98,US,16016.89,16016.89,15000.0,2010
187622,1955183680,The Strange Ones // post-production funds,Shorts,Film & Video,USD,2011-01-20,3500.0,2010-12-22 16:31:07,4227.0,successful,67,US,4227.0,4227.0,3500.0,2010
187657,1955373813,Mable's Old-Fashion Southern Fried Chicken Mix,Food,Food,USD,2010-10-01,5500.0,2010-08-01 20:48:48,65.0,failed,3,US,65.0,65.0,5500.0,2010
187667,1955423760,The Loading Dock Project,Music,Music,USD,2010-08-02,10000.0,2010-06-15 05:54:36,10001.0,successful,29,US,10001.0,10001.0,10000.0,2010
187707,1955570425,TRY A LITTLE HARDER: a short film by Antonia Grilikhes-Lasky,Shorts,Film & Video,USD,2010-11-01,7500.0,2010-10-12 16:02:32,8976.0,successful,113,US,8976.0,8976.0,7500.0,2010
187709,1955573621,Water Temples seek to tour and record an LP in Australia. ,Music,Music,USD,2010-09-10,4200.0,2010-07-21 18:42:09,4290.0,successful,42,US,4290.0,4290.0,4200.0,2010
187744,1955714472,Help Us Make a Film! (Canceled),Shorts,Film & Video,USD,2010-08-03,1500.0,2010-05-06 22:15:16,0.0,canceled,0,US,0.0,0.0,1500.0,2010
187778,1955890107,Show some love to Alyson and Labayen Dance (Canceled),Dance,Dance,USD,2011-01-16,300.0,2010-12-15 06:52:36,200.25,canceled,5,US,200.25,200.25,300.0,2010
187786,1955932133,The Bryan Carter Quintet - Recording & Tour,Indie Rock,Music,USD,2010-11-08,3500.0,2010-10-06 07:33:58,4000.5,successful,73,US,4000.5,4000.5,3500.0,2010
187793,1955983632,When the Fall is All That's Left,Theater,Theater,USD,2010-06-17,2500.0,2010-05-05 05:55:36,4000.0,successful,65,US,4000.0,4000.0,2500.0,2010
187811,1956064481,Who was Margaret of Cortona?,Photography,Photography,USD,2010-07-05,4900.0,2010-04-20 20:19:18,3071.0,failed,38,US,3071.0,3071.0,4900.0,2010
187879,1956419539,Subway Documentary Project,Documentary,Film & Video,USD,2011-01-16,5000.0,2010-12-02 14:25:58,2034.0,failed,32,US,2034.0,2034.0,5000.0,2010
187882,1956433602,"Totem Kids, my first all ages book!",Comics,Comics,USD,2010-09-10,500.0,2010-06-25 21:05:47,585.0,successful,16,US,585.0,585.0,500.0,2010
187939,1956674545,"""Temptation"" Student Thesis Film",Shorts,Film & Video,USD,2010-05-20,800.0,2010-04-10 03:30:40,826.0,successful,13,US,826.0,826.0,800.0,2010
187957,1956764988,Celebrate MLK's Dream - Reject Beck's Nightmare ,Sculpture,Art,USD,2010-09-04,1963.0,2010-08-24 20:50:22,190.0,failed,7,US,190.0,190.0,1963.0,2010
187958,1956770435,Nezahualcoyotl Youth News Project! (Canceled),Journalism,Journalism,USD,2010-07-12,10000.0,2010-05-18 02:36:16,125.0,canceled,3,US,125.0,125.0,10000.0,2010
187967,1956808845,This Splintered Head - a short film,Documentary,Film & Video,USD,2010-10-30,5155.0,2010-08-01 23:41:27,5640.0,successful,59,US,5640.0,5640.0,5155.0,2010
187970,1956823279,"Franky, Frankly - A Short Film",Shorts,Film & Video,USD,2011-01-03,1000.0,2010-11-23 22:24:50,553.0,failed,6,US,553.0,553.0,1000.0,2010
188025,19570975,MixAR: 3D Augmented Reality Editor for iPhone,Apps,Technology,USD,2011-01-28,5000.0,2010-12-01 22:14:21,5440.69,successful,99,US,5440.69,5440.69,5000.0,2010
188035,1957143742,Kansas House Project,Art,Art,USD,2010-08-15,5000.0,2010-05-31 19:15:35,475.0,failed,14,US,475.0,475.0,5000.0,2010
188045,1957208570,Rush Of Fools - Tour Project,Music,Music,USD,2011-01-02,60000.0,2010-12-03 00:47:31,61082.26,successful,337,US,61082.26,61082.26,60000.0,2010
188167,1957798793,Nix Comics Quarterly Issue #1!,Comics,Comics,USD,2010-12-01,500.0,2010-10-22 01:13:53,534.99,successful,25,US,534.99,534.99,500.0,2010
188168,1957799217,Deonis: Campaigning for the Soulster's Debut Album,Hip-Hop,Music,USD,2010-12-20,1500.0,2010-11-25 02:48:22,150.0,failed,5,US,150.0,150.0,1500.0,2010
188173,1957821931,Bosozoku Biker Gangs (FEATURE DOCUMENTARY),Documentary,Film & Video,USD,2011-01-13,8000.0,2010-12-14 07:19:20,9010.0,successful,117,US,9010.0,9010.0,8000.0,2010
188233,1958134837,"JOSH, a mystery-thriller film set in Pakistan.",Shorts,Film & Video,USD,2011-02-28,5000.0,2010-12-24 01:03:22,5051.0,successful,58,US,5051.0,5051.0,5000.0,2010
188274,1958299601,"Brindlebeast, a radically inclusive, classically scored, new American musical.",Theater,Theater,USD,2010-09-02,12000.0,2010-07-17 00:35:26,12970.0,successful,114,US,12970.0,12970.0,12000.0,2010
188513,1959330367,Photo Mail Booklet,Photography,Photography,USD,2010-07-20,30.0,2010-06-19 08:13:08,0.0,failed,0,US,0.0,0.0,30.0,2010
188620,1959821664,The Gathering: An Ongoing Comic Book Anthology,Art Books,Publishing,USD,2010-12-06,1000.0,2010-10-22 05:55:22,1155.0,successful,38,US,1155.0,1155.0,1000.0,2010
188656,1959975200,"FAX wants to press Zig Zag, his latest release, into a limited double vinyl album.",Music,Music,USD,2010-09-12,5000.0,2010-07-14 06:50:03,280.0,failed,8,US,280.0,280.0,5000.0,2010
188739,1960425787,In the Spider's Web (Canceled),Shorts,Film & Video,USD,2010-12-28,1250.0,2010-11-27 21:50:58,0.0,canceled,0,US,0.0,0.0,1250.0,2010
188791,1960660286,Keep the Ancient European Tribal Traditions Alive,Journalism,Journalism,USD,2010-12-11,15000.0,2010-11-11 18:37:45,1310.0,failed,17,US,1310.0,1310.0,15000.0,2010
188799,1960685655,The Crones Gazette - Sharing Seasonal Wisdom (Canceled),Periodicals,Publishing,USD,2010-11-30,1200.0,2010-10-31 18:16:40,0.0,canceled,0,US,0.0,0.0,1200.0,2010
188804,1960717085,Chris Leto and Reaper Films Donations,Shorts,Film & Video,USD,2010-08-03,500.0,2010-07-01 22:14:44,0.0,failed,0,US,0.0,0.0,500.0,2010
188820,1960796197,No Punchline - A Batman Film Noir (Comedy),Shorts,Film & Video,USD,2010-11-22,3333.33,2010-09-23 21:53:54,90.0,failed,5,US,90.0,90.0,3333.33,2010
188839,1960909594,Unfocused: American ADD,Documentary,Film & Video,USD,2011-03-29,3050.0,2010-12-29 03:24:53,0.0,failed,0,US,0.0,0.0,3050.0,2010
188840,1960915335,DLIVAHH's New CD Project,Rock,Music,USD,2010-07-31,3500.0,2010-06-13 10:42:32,0.0,failed,0,US,0.0,0.0,3500.0,2010
188870,196102990,"?Micah Van Hove's ""Sleepwalking"" ?",Documentary,Film & Video,USD,2010-05-14,1500.0,2010-04-13 12:44:29,1608.0,successful,31,US,1608.0,1608.0,1500.0,2010
188887,1961109300,Limited Run Musical in West End  Chocolate Factory  (Canceled),Theater,Theater,USD,2010-08-16,5000.0,2010-07-15 00:47:08,0.0,canceled,0,US,0.0,0.0,5000.0,2010
188966,1961539310,"Handmade Detroit's ""Rethunk: Art""",Crafts,Crafts,USD,2010-04-26,300.0,2010-04-02 15:09:40,303.88,successful,20,US,303.88,303.88,300.0,2010
188974,1961611347,The Warriors: A New Take on the Classic Superhero Comic,Comics,Comics,USD,2010-11-04,5000.0,2010-10-05 03:22:25,255.0,failed,2,US,255.0,255.0,5000.0,2010
189044,1961933612,OK FUTURE BAND PUBLISHING MAGAZINE AND PRINTING SHIRTS,Digital Art,Art,USD,2010-07-19,100.0,2010-06-19 06:34:07,0.0,failed,0,US,0.0,0.0,100.0,2010
189057,1962043226,The Global Lovers (Cincinnati Fringe Festival 2010),Theater,Theater,USD,2010-05-15,800.0,2010-04-23 19:32:03,975.0,successful,28,US,975.0,975.0,800.0,2010
189153,1962560224,The Bam Theory - Become Apart Of An MMA Movie Franchise,Shorts,Film & Video,USD,2010-10-30,3200.0,2010-09-15 21:29:00,3265.0,successful,29,US,3265.0,3265.0,3200.0,2010
189212,1962817022,LOST IN THE WOODS: a new play by andrew perez,Theater,Theater,USD,2011-02-14,15000.0,2010-11-25 04:59:15,3926.0,failed,38,US,3926.0,3926.0,15000.0,2010
189242,1963051257,Mike Freeman ZonaVibe,Jazz,Music,USD,2011-01-24,7500.0,2010-12-02 23:07:52,7925.0,successful,73,US,7925.0,7925.0,7500.0,2010
189380,1963787501,gravity liberation front to record their first EP!,Indie Rock,Music,USD,2010-12-19,6500.0,2010-11-04 16:18:30,926.0,failed,18,US,926.0,926.0,6500.0,2010
189437,1964071489,TXLadyBugs Invite You to Saddle-Up! Join the Posse!,Country & Folk,Music,USD,2010-12-12,10000.0,2010-10-13 11:49:50,10456.0,successful,28,US,10456.0,10456.0,10000.0,2010
189438,1964072894,"CuffLink™, an iPhone accessory",Product Design,Design,USD,2010-12-29,10000.0,2010-11-29 22:31:26,3051.0,failed,40,US,3051.0,3051.0,10000.0,2010
189475,196425175,south loop,Shorts,Film & Video,USD,2010-10-31,5000.0,2010-09-30 06:32:26,5330.0,successful,104,US,5330.0,5330.0,5000.0,2010
189499,1964413067,AfroPuff's Playhouse,Theater,Theater,USD,2010-06-21,1500.0,2010-06-02 09:12:15,0.0,failed,0,US,0.0,0.0,1500.0,2010
189507,1964442086,Telescope has almost made 'Contact' with The Creator of The Universe! Do you want to?,Hip-Hop,Music,USD,2010-10-18,5000.0,2010-09-10 12:31:31,1670.0,failed,42,US,1670.0,1670.0,5000.0,2010
189509,196444946,KEVIN EARNEST HAS A RECORD TO MAKE AND YOUR CONTRIBUTIONS CAN KEEP THE DREAM ALIVE <3,Music,Music,USD,2010-07-09,4000.0,2010-06-04 23:36:31,4025.0,successful,18,US,4025.0,4025.0,4000.0,2010
189544,1964658251,"""Why We Smile"" - A smile becomes truly beautiful when free of pain and fear. ",Mixed Media,Art,USD,2010-08-02,3480.0,2010-06-18 12:27:34,3820.0,successful,36,US,3820.0,3820.0,3480.0,2010
189559,1964761045,Disabilities (Canceled),Nonfiction,Publishing,USD,2010-09-10,10000.0,2010-06-12 13:52:36,15.0,canceled,2,US,15.0,15.0,10000.0,2010
189712,1965570612,"""Hold on to that dream""  Making a new Record - together we can make it possible",Indie Rock,Music,USD,2010-10-01,7500.0,2010-08-02 00:35:08,3489.0,failed,52,US,3489.0,3489.0,7500.0,2010
189736,1965712519,Gentleman's Gentleman Print Collection #1,Comics,Comics,USD,2010-08-07,900.0,2010-07-06 17:06:09,950.0,successful,28,US,950.0,950.0,900.0,2010
189808,1966092551,"The Curse & The Jubilee: Ivanhoe VA, July 4th.",Documentary,Film & Video,USD,2010-07-11,900.0,2010-06-16 20:29:46,1745.0,successful,23,US,1745.0,1745.0,900.0,2010
189822,1966159831,"PIZZA, A LOVE STORY . . . wouldn't you like a slice?",Documentary,Film & Video,USD,2010-05-21,1000.0,2010-02-20 22:08:07,60.0,failed,2,US,60.0,60.0,1000.0,2010
189840,1966280746,Nevaeh Is Spreading The News!,Country & Folk,Music,USD,2010-10-03,1200.0,2010-08-28 01:33:59,1220.0,successful,20,US,1220.0,1220.0,1200.0,2010
189849,1966345988,[5]art :: a catalogue of past events,Art,Art,USD,2010-05-24,1500.0,2010-04-08 02:35:39,1645.0,successful,39,US,1645.0,1645.0,1500.0,2010
189907,1966620139,Underwater - An Adventure Through the Oceanic Alphabet,Painting,Art,USD,2010-09-01,2000.0,2010-07-17 19:06:09,0.0,failed,0,US,0.0,0.0,2000.0,2010
189978,1966949308,The Crystal Ark : Viva Ruiz & Gavin Russom Make a Music Video ,Shorts,Film & Video,USD,2010-08-12,2100.0,2010-07-21 21:14:40,2567.37,successful,30,US,2567.37,2567.37,2100.0,2010
190012,1967135631,Good Grief: Making CARTOON COLLEGE - a documentary about comics,Documentary,Film & Video,USD,2010-06-01,5000.0,2010-03-29 17:54:18,9228.0,successful,108,US,9228.0,9228.0,5000.0,2010
190027,1967199977,Batman Reassembled,Animation,Film & Video,USD,2010-10-11,2000.0,2010-09-11 05:44:44,585.0,failed,14,US,585.0,585.0,2000.0,2010
190035,1967236067,Internet Comedy Reality Series: 'Wien In The City',Webseries,Film & Video,USD,2010-05-30,3500.0,2010-04-30 01:08:44,0.0,failed,0,US,0.0,0.0,3500.0,2010
190036,1967239723,Always Something Doing,Documentary,Film & Video,USD,2010-11-14,6000.0,2010-10-12 21:51:00,1436.0,failed,39,US,1436.0,1436.0,6000.0,2010
190088,1967488537,Experience India with The Aakash Mittal Quartet,Jazz,Music,USD,2010-11-22,4000.0,2010-10-08 23:08:30,4360.0,successful,30,US,4360.0,4360.0,4000.0,2010
190105,1967600442,PizzaFace: NEW ALBUM FUNDRAISER!!!,Music,Music,USD,2010-11-11,1000.0,2010-10-12 00:09:02,142.0,failed,10,US,142.0,142.0,1000.0,2010
190150,196777621,"""What's your zombie plan?""",Comics,Comics,USD,2011-01-27,500.0,2010-12-28 05:42:46,0.0,failed,0,US,0.0,0.0,500.0,2010
190161,1967817979,SSION RECORDS/RELEASES NEW RECORD,Electronic Music,Music,USD,2011-02-02,6000.0,2010-12-18 02:05:12,2269.0,failed,56,US,2269.0,2269.0,6000.0,2010
190168,1967863752,Newtown Radio Presents...a live show series to benefit Newtown Creek,Music,Music,USD,2010-09-15,1000.0,2010-07-14 17:33:12,483.0,failed,15,US,483.0,483.0,1000.0,2010
190195,196800553,Funding for Daniel Fordham's: Out of Reach,Music,Music,USD,2010-12-24,3000.0,2010-09-25 21:24:43,470.0,failed,9,US,470.0,470.0,3000.0,2010
190198,1968025339,DC Desi Summer 2010,Journalism,Journalism,USD,2010-06-16,1000.0,2010-04-17 21:01:03,1286.0,successful,31,US,1286.0,1286.0,1000.0,2010
190207,1968091820,The There There: An Experimental Narrative Feature Film,Shorts,Film & Video,USD,2010-11-29,1500.0,2010-09-20 01:53:06,20.0,failed,1,US,20.0,20.0,1500.0,2010
190261,1968369347,The Gaza Kitchen: stories and recipes from the Gaza Strip,Food,Food,USD,2010-09-09,4000.0,2010-08-10 16:08:26,6013.0,successful,76,US,6013.0,6013.0,4000.0,2010
190278,1968470971,You Release Fever In The Funkhouse's New Record!!!,Country & Folk,Music,USD,2010-12-14,15000.0,2010-10-25 17:55:34,16080.45,successful,153,US,16080.45,16080.45,15000.0,2010
190303,1968592937,"""THE TALENT"" A Film by Edward James Anderson (Canceled)",Shorts,Film & Video,USD,2010-12-01,10000.0,2010-10-01 19:35:52,747.76,canceled,15,US,747.76,747.76,10000.0,2010
190323,1968661406,"Deceptikon - Mythology of the Metropolis: limited edition 12"" vinyl pressing!",Music,Music,USD,2010-07-02,1500.0,2010-04-21 04:49:09,1644.0,successful,35,US,1644.0,1644.0,1500.0,2010
190352,1968798103,Conversion,Film & Video,Film & Video,USD,2011-01-02,50000.0,2010-10-04 04:24:03,0.0,failed,0,US,0.0,0.0,50000.0,2010
190406,1969065891,Boutique Burger Bar: a hip & eco-friendly neighborhood burger joint,Food,Food,USD,2010-10-18,32500.0,2010-08-10 10:17:49,200.0,failed,2,US,200.0,200.0,32500.0,2010
190428,1969203301,Sex and God: Feature Documentary,Documentary,Film & Video,USD,2010-08-13,20000.0,2010-05-15 19:24:50,0.0,failed,0,US,0.0,0.0,20000.0,2010
190647,1970220593,Silver Circle - Animated Dystopian Film Needs Funding for Talent,Film & Video,Film & Video,USD,2010-09-03,9500.0,2010-07-07 21:39:35,10035.0,successful,95,US,10035.0,10035.0,9500.0,2010
190674,197034994,Saving Ninomiya: A Photographic Life in Little Tokyo (Canceled),Documentary,Film & Video,USD,2010-10-04,29000.0,2010-09-04 06:19:42,0.0,canceled,0,US,0.0,0.0,29000.0,2010
190692,1970410497,"""Our America"" Graphic Novel's World Music Film Soundtrack",Art,Art,USD,2010-09-01,3000.0,2010-07-15 01:05:12,10.0,failed,1,US,10.0,10.0,3000.0,2010
190783,1970833705,method+community,Dance,Dance,USD,2011-01-01,2000.0,2010-12-02 07:04:34,2713.0,successful,47,US,2713.0,2713.0,2000.0,2010
190790,1970858139,Bible Cliff Notes: The Gospel of Laughter,Webseries,Film & Video,USD,2011-03-11,5000.0,2010-12-11 22:06:57,26.0,failed,2,US,26.0,26.0,5000.0,2010
190808,1970917859,"Marketing and Festival funding for ""All That Glitters""",Narrative Film,Film & Video,USD,2010-04-02,3500.0,2010-02-12 02:45:18,270.0,failed,3,US,270.0,270.0,3500.0,2010
190849,1971164055,Grauman's Last Hero / Feline Frenzy,Shorts,Film & Video,USD,2010-08-31,1500.0,2010-07-29 16:33:02,1500.0,successful,24,US,1500.0,1500.0,1500.0,2010
190864,1971231072,Exploring Yosemite's Cultural Landscapes,Academic,Publishing,USD,2010-10-06,500.0,2010-09-13 23:51:46,790.0,successful,10,US,790.0,790.0,500.0,2010
191049,1972160986,"""In the Spider's Web"" Short Film",Shorts,Film & Video,USD,2010-10-06,3000.0,2010-09-14 06:51:44,3195.0,successful,48,US,3195.0,3195.0,3000.0,2010
191160,197276323,"Death and Resurrection by Rotating Blades: an artistic investigation by COOP, Inc. ",Painting,Art,USD,2010-09-01,2000.0,2010-08-06 11:49:13,300.0,failed,5,US,300.0,300.0,2000.0,2010
